item_id,set,question_id,sentence
Set8_Q6,Set 8,QID387,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q7,Set 8,QID721,"<span style=""color:#000000;""><span style=""font-size:19px;"">Katika hospitali ya<strong><span style=""font-size:19px;""> </span></strong><u><strong>dispensary</strong></u><strong><span style=""font-size:19px;""> </span></strong>kutoka kwa muuguzi wangu huwa namwelezea shida yangu na ananipea suluhu na matibabu ninayoitaji</span></span>"
Set8_Q8,Set 8,QID822,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q9,Set 8,QID581,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nina patwa na wasiwasi ninapo enda kwa daktari na aandike maandishi mingi ambayo siyaelewi kwenye <strong><u>kitabu</u></strong><span style=""color:#e74c3c;""><span style=""font-size:19px;""><strong> </strong></span></span>changu cha matibabu.</span></span>"
Set8_Q10,Set 8,QID582,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q11,Set 8,QID780,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kwa ufupi ama kwa erufi, mimi hutumia simu yangu ya smart phone <u><strong>kugoogle</strong></u> au kuingia kwa channeli ya youtube kutafuta maelezo</span></span>"
Set8_Q12,Set 8,QID781,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q13,Set 8,QID571,"<span style=""color:#000000;""><span style=""font-size:19px;"">Msongo wa mawazo kwa kawaida huambatana na mabadiliko kadhaa ya ndani ya <strong><u>kisaikolojia</u></strong> ambayo hutusaidia kuandaa mwili kukabiliana na changamoto.</span></span>"
Set8_Q14,Set 8,QID572,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q15,Set 8,QID451,"<span style=""color:#000000;""><span style=""font-size:19px;"">Tukio moja lililoonyesha ujuzi wangu wa masuala ya afya au </span><u><strong><span style=""font-size:19px;"">madibabu</span></strong></u><span style=""font-size:19px;""> ni wakati mtu alihitaji usaidizi wa haraka wa huduma ya kwanza.</span></span>"
Set8_Q16,Set 8,QID452,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q17,Set 8,QID814,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ninafanya kazi na marafiki zangu, nilisoma maelezo ya kutumia <u><strong>protini</strong></u> na regimens nyingine za mazoezi na afya bora.</span></span>"
Set8_Q18,Set 8,QID815,Which option best describes the bolded and underlined word in the sentence above?
Set8_Q19,Set 8,QID176,"<span style=""color:#000000;""><span style=""font-size:19px;"">Namuamini dakitari wangu kwa sababu ako na ujuzi wa kutibu magongwa yanayonikumba. Na ananipatia </span><u><strong><span style=""font-size:19px;"">dawa za kutesa</span></strong></u><span style=""font-size:19px;""> kulingana na ugonjwa niko nayo.</span></span>"
Set8_Q20,Set 8,QID389,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q1,Set 9,QID561,"<span style=""font-size:19px;""><span style=""color:#000000;"">Nina hofu ninapotembelea <u><strong>ofisi</strong> </u>ya daktari kwa sababu mimi najipenda na sitaki maisha yangu idhohofike.</span></span>"
Set9_Q2,Set 9,QID562,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q3,Set 9,QID651,"<span style=""color:#000000;""><span style=""font-size:19px;"">Huwa nina wasiwasi ninapotuma kufamya <u><strong>scan</strong></u> ama x-ray juu huwa na jua ni mgojwa ambayo hangediagonise clinically.</span></span>"
Set9_Q4,Set 9,QID652,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q5,Set 9,QID409,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kinachofanya nihisi wasiwasi sana ni ile hali ya kutojua <u><strong>dagitari</strong></u> ataniambia shinda ni gani na hiyo shinda inaweza tibiwa na madawa za kutesa na kama naweza kuzitrust</span></span>"
Set9_Q6,Set 9,QID388,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q7,Set 9,QID728,"<span style=""font-size:19px;""><span style=""color:#000000;"">Asilimia 100 niko na uwezo wa kusoma taarifa au kujieleza kwa dakitari ninapohitaji matibabu au dawa kwa <u><strong>famasia</strong></u>. Niko na uwezo wa kuelewa maagizo ya dakitari.</span></span>"
Set9_Q8,Set 9,QID729,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q9,Set 9,QID687,"<span style=""color:#000000;""><span style=""font-size:19px;"">Eeeeiiii jameni nipo katika shule ya kiafya na matibabu ninaposomea jinsi mbali mbali ya kutibu watu kutumia sawa za kisasa kama vile x-ray na </span><u><strong><span style=""font-size:19px;"">radiation</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set9_Q10,Set 9,QID688,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q11,Set 9,QID547,"<span style=""color:#000000;""><span style=""font-size:19px;"">Niiweza kuchambua <u><strong>ripoti</strong></u> ya uchunguzi wa oedema inayoletwa na viwango vya juu vya homoni za Thyroid Gland.</span></span>"
Set9_Q12,Set 9,QID548,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q13,Set 9,QID711,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kinachofanya nihisi wasiwasi sana ni ile hali ya kutojua dagitari ataniambia shinda ni gani na hiyo shinda inaweza tibiwa na madawa za kutesa na kama naweza <u><strong>kuzitrust</strong></u>.</span></span>"
Set9_Q14,Set 9,QID712,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q15,Set 9,QID429,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kinachonipa hofu au wasiwasi zaidi ninapotembelea ofisi ya daktari ni kupewa matibabu pasipo kufanyiwa vipImo au</span></span><strong><span style=""color:#3498db;""><span style=""font-size:19px;""> </span></span><u><span style=""color:#000000;""><span style=""font-size:19px;"">kuuliswa</span></span></u></strong><span style=""color:#000000;""><span style=""font-size:19px;""> kuhusu hali yangu ya kiafya</span></span>"
Set9_Q16,Set 9,QID430,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q17,Set 9,QID577,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ujuzi wangu wa masuala ya afya au matibabu unatokana na utafiti kutoka mitandaoni na kushirikiana na </span></span><strong><u><span style=""color:#000000;""><span style=""font-size:19px;"">timu</span></span></u><span style=""color:#e74c3c;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">ya matibabu katika kufuatilia na kutoa ushauri.</span></span>"
Set9_Q18,Set 9,QID578,Which option best describes the bolded and underlined word in the sentence above?
Set9_Q19,Set 9,QID635,"<span style=""color:#000000;""><span style=""font-size:19px;"">Maana wakati mwingine namwelezea vitu ambavyo ni <u><strong>private</strong></u> sana na siwezi kumtrust completely alafu pia naogopa end results.</span></span>"
Set9_Q20,Set 9,QID636,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q1,Set 10,QID537,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kiwango cha juu sana. Naweza pata taarifa kutoka kwa daktari wangu ama </span><u><strong><span style=""font-size:19px;"">intaneti</span></strong></u><span style=""font-size:19px;"">, kisha nifanye maamuzi nikisaidiwa na muuguzi au daktari.</span></span>"
Set10_Q2,Set 10,QID538,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q3,Set 10,QID767,"<span style=""font-size:19px;""><span style=""color:#000000;"">Simwamini<strong><span style=""color:#f39c12;""> </span></strong>Doctor<strong><span style=""color:#f39c12;""> </span></strong>wangu kwa matibabu, kwa sababu, <u><strong>sometimes</strong></u><span style=""color:#f39c12;""><strong> </strong></span>kuna mambo anayoyafanya sielewi, kunipa Dawa nyingi.</span></span>"
Set10_Q4,Set 10,QID766,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q5,Set 10,QID789,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kinachofanya nihisi wasiwasi sana ni ile hali ya kutojua dagitari ataniambia <u><strong>shinda</strong></u> ni gani na hiyo <strong><u>shinda</u></strong> inaweza tibiwa na madawa za kutesa na kama naweza kuzitrust</span></span>"
Set10_Q6,Set 10,QID790,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q7,Set 10,QID573,"<span style=""color:#000000;""><span style=""font-size:19px;"">Dakatari wangu ana sifa kuwa bora zaidi kwa jamii ninaloishi na hakujakuwa na malamishi yoyote kumhusu au <u><strong>kesi</strong></u> mbaya kuskika kumhusu daktari wangu.</span></span>"
Set10_Q8,Set 10,QID574,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q9,Set 10,QID760,"<span style=""color:#000000;""><span style=""font-size:19px;"">Maana wakati mwingine namwelezea vitu ambavyo ni private sana na siwezi <u><strong>kumtrust</strong></u> completely alafu pia naogopa end results.</span></span>"
Set10_Q10,Set 10,QID758,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q11,Set 10,QID595,"<span style=""color:#000000;""><span style=""font-size:19px;"">Wakati wa <u><strong>safari</strong></u> ya kifamilia, nilimsaidia mtu aliyepoteza fahamu kwa sababu ya joto kali kwa kutumia mbinu za huduma ya kwanza nilizojifunza.</span></span>"
Set10_Q12,Set 10,QID596,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q13,Set 10,QID699,"<span style=""color:#000000;""><span style=""font-size:19px;"">Fanya shughuli za kupumzika, kama vile </span><u><strong><span style=""font-size:19px;"">yoga</span></strong></u><span style=""font-size:19px;"">, kutafakari; Epuka pombe, tumbaku na dawa zingine; Tumia kafeini kidogo. Mabadiliko haya ya mtindo wa maisha</span></span>"
Set10_Q14,Set 10,QID700,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q15,Set 10,QID567,"<span style=""color:#000000;""><span style=""font-size:19px;"">Tukio ambalo lilionyesha ujuzi wangu wa masuala ya afya au matibabu ni wakati ambao </span><u><strong><span style=""font-size:19px;"">virusi</span></strong></u><span style=""font-size:19px;""> vya corona vilitokea.</span></span>"
Set10_Q16,Set 10,QID568,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q17,Set 10,QID637,"<span style=""color:#000000;""><span style=""font-size:19px;"">Daktari kwa ujumla anasoma na akahitimu. Pia ana <u><strong>experience</strong></u> inayomfanya prowess ambaye naweza muamini.</span></span>"
Set10_Q18,Set 10,QID638,Which option best describes the bolded and underlined word in the sentence above?
Set10_Q19,Set 10,QID427,"<span style=""color:#000000;""><span style=""font-size:19px;"">Niliongoza warsha ya elimu kuhusu lishe bora na kuzuia magonjwa yasiyoambukiza kama kisukari na </span><u><strong><span style=""font-size:19px;"">sinikizo</span></strong></u><span style=""font-size:19px;""> la damu.</span></span>"
Set10_Q20,Set 10,QID428,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q1,Set 11,QID541,"<span style=""color:#000000;""><span style=""font-size:19px;"">Niliweza kupata mafunzo kutoka kwenye <u><strong>redio</strong></u>, kutazama runinga, kumtembelea daktari na kupata mafunzo ya simu.</span></span>"
Set11_Q2,Set 11,QID542,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q3,Set 11,QID643,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ninauwezo wa kuelewa huduma hali ya juu maana nimesomea kuwa </span><strong><span style=""font-size:19px;""><u>Community Health Promoter</u> </span></strong><span style=""font-size:19px;"">au mhudumu katika kiwango cha chini.</span></span>"
Set11_Q4,Set 11,QID644,Which option best describes the bolded and underlined phrase in the sentence above?
Set11_Q5,Set 11,QID416,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nina wasiwasi wakati mwingine sababu ya </span><u><strong><span style=""font-size:19px;"">ungojwa</span></strong></u><span style=""font-size:19px;""> wangu usiwe zaidi.Na pia hofu ya fedha nitakazolipishwa.</span></span>"
Set11_Q6,Set 11,QID413,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q7,Set 11,QID579,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mimi ni mkufunzi msaidizi wa kwanza na katika shughuli za ujenzi wa <u><strong>timu</strong></u> katika kampuni yangu, mimi hunisaidia kila wakati ninapojeruhiwa.</span></span>"
Set11_Q8,Set 11,QID580,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q9,Set 11,QID659,"<span style=""color:#000000;""><span style=""font-size:19px;"">Hii ni kwa sabababu mara mingi unaweza toka hapo na huzuni mwingi sana kuelezewa una maugojwa haina nyingine kama <u><strong>cancer</strong></u>&nbsp;au&nbsp;diabetes.</span></span>"
Set11_Q10,Set 11,QID660,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q11,Set 11,QID730,"<span style=""color:#000000;""><span style=""font-size:19px;"">Niliweza kupata mafunzo kutoka kwenye redio, kutazama runinga, kumtembelea daktari na kupata mafunzo ya <u><strong>simu</strong></u>.</span></span>"
Set11_Q12,Set 11,QID731,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q13,Set 11,QID675,"<span style=""font-size:19px;""><span style=""color:#000000;"">Jinsi ninayo kabiliana na matatizo yangu ya afya ni ya hali ya juu. <u><strong>I always make sure whenever I feel ill, nauliza doctor wangu for the best medication to be used</strong></u>.</span></span>"
Set11_Q14,Set 11,QID676,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q15,Set 11,QID603,"<span style=""color:#000000;""><span style=""font-size:19px;"">Siku moja daktari aliamulisha nipimwe damu ya malaria ambapo mimi binafsi nilihisi nina <strong><u>nimonia</u></strong>. Nilielezea mpimaji damu na kwakweli nilipatikana na <u><strong>nimonia</strong></u>.</span></span>"
Set11_Q16,Set 11,QID604,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q17,Set 11,QID649,"<span style=""color:#000000;""><span style=""font-size:19px;""><u><strong>Always</strong></u> kusoma vitabu na pia kuona telivisheni na kusoma article zinazongelelea magonjwa pia kuuliza daktari.</span></span>"
Set11_Q18,Set 11,QID650,Which option best describes the bolded and underlined word in the sentence above?
Set11_Q19,Set 11,QID793,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nina matuamaini ya kwamba naweza kujitolea kusaindia wanaohitaji <u><strong>usaindizi</strong></u> sana sana mle vijijini haswa wamama na watoto</span></span>"
Set11_Q20,Set 11,QID794,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q1,Set 12,QID543,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kwa kusoma na kutazama <u><strong>televisheni</strong></u> huku nikisikiliza marafiki na familia, ndiyo maana nilijua masuala ya matibabu.</span></span>"
Set12_Q2,Set 12,QID544,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q3,Set 12,QID182,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ni ngumu sana mimi <u><strong>kugonjeka</strong></u>. Mara nyingi mimi huweza kujitibu mwenyewe na dawa ya ushago na ikizidi sana mimi huenda hospitalini na kufuata.</span></span>"
Set12_Q4,Set 12,QID390,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q5,Set 12,QID744,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mimi ni mkufunzi msaidizi wa kwanza na katika shughuli za ujenzi wa timu katika <u><strong>kampuni </strong></u>yangu, mimi hunisaidia kila wakati ninapojeruhiwa.</span></span>"
Set12_Q6,Set 12,QID745,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q7,Set 12,QID653,"<span style=""font-size:19px;""><span style=""color:#000000;"">Nina kiwango cha juu kujaza <u><strong>form</strong> </u>za matibabu ifavyo nahofia jinsi wahudumu watakavyo ni hudumia hospitalini inaogofya sana.</span></span>"
Set12_Q8,Set 12,QID654,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q9,Set 12,QID549,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilipata maambukizi ya njia ya mkojo na nilijua kwamba ninapaswa kuchukua <strong><u>antibiotiki</u></strong><strong><span style=""color:#e74c3c;""><span style=""font-size:19px;""> </span></span></strong>na kunywa maji mengi ili kuondokana nayo.</span></span>"
Set12_Q10,Set 12,QID550,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q11,Set 12,QID669,"<span style=""font-size:19px;""><span style=""color:#000000;"">Kinachonipea hofu ni kwamba,mara mingi madakitari hawananga huakika <u><strong>but</strong></u> hawawezi sema,wanatafutanga njia mingi ya kukushawishi.</span></span>"
Set12_Q12,Set 12,QID670,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q13,Set 12,QID605,"<span style=""color:#000000;""><span style=""font-size:19px;"">Tukio la watoto kupewa chanjo za </span><u><strong><span style=""font-size:19px;"">polio</span></strong></u><span style=""font-size:19px;""> ambapo nilimshawishi jirani yangu kukubali kumpeana mtoto wake ili apate chanjo ya </span><u><strong><span style=""font-size:19px;"">polio</span></strong></u><span style=""font-size:19px;""> hatimaye alikubali</span></span>"
Set12_Q14,Set 12,QID606,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q15,Set 12,QID695,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilipojua nina </span></span><strong><u><span style=""color:#000000;""><span style=""font-size:19px;"">bakteria ya tonsil</span></span></u><span style=""color:#f39c12;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">kutokana na baridi na joto wakati mmoja, nilienda hospitali na ikathibitishwa.</span></span>"
Set12_Q16,Set 12,QID696,Which option best describes the bolded and underlined phrase in the sentence above?
Set12_Q17,Set 12,QID419,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ninahofu kuhusu maisha </span><u><strong><span style=""font-size:19px;"">yagu</span></strong></u><span style=""font-size:19px;""> ya mbeleni kwa kuwa inagiza.Ninawasiwasi kuwa sitapata kazi nzuri huko mbeleni. Pia kama familia </span><u><strong><span style=""font-size:19px;"">yagu</span></strong></u><span style=""font-size:19px;""> itanikana.</span></span>"
Set12_Q18,Set 12,QID420,Which option best describes the bolded and underlined word in the sentence above?
Set12_Q19,Set 12,QID553,"<span style=""font-size:19px;""><span style=""color:#000000;"">Dakitari akinitibu na hana hakika naugua nini na anatumia <u><strong>kompyuta</strong> </u>na mtandao kufanya utafiti. Majibu ya maabara yakichelewa yananipa hofu.</span></span>"
Set12_Q20,Set 12,QID554,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q1,Set 13,QID555,"<span style=""font-size:19px;""><span style=""color:#000000;"">Ninatumia maarifa yangu ya kisayansi na<span style=""color:#e74c3c;""><strong> </strong></span><u><strong>data</strong></u><span style=""color:#e74c3c;""><strong> </strong></span>sahihi kutoa majibu kulingana na utafiti wa kisasa.</span></span>"
Set13_Q2,Set 13,QID556,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q3,Set 13,QID657,"<span style=""color:#000000;""><span style=""font-size:19px;"">Madakitari wanatumia vifaa vinavyo ufanisi wa kujua matatizo ya mwili wa mtu,madakitari wanafanya vipimo kama <u><strong>tests</strong></u>&nbsp;za labolatory.</span></span>"
Set13_Q4,Set 13,QID658,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q5,Set 13,QID746,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kuna wakati mtu alipoteza fahamu shuleni tukicheza.Mimi nikimbia nkamtoa <u><strong>shati</strong></u> nikamweka kwa kivuli na baada ya dakika chache akaamka.</span></span>"
Set13_Q6,Set 13,QID747,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q7,Set 13,QID693,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mama yangu alikuwa </span><u><strong><span style=""font-size:19px;"">nurse</span></strong></u><span style=""font-size:19px;""> na nimejifunza kujitibu mara kwa mara baada ya kuona vile anavyo nitibu. Najuwa dawa ya homa na maumivu ndogo, ndogo</span></span>"
Set13_Q8,Set 13,QID694,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q9,Set 13,QID557,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kiwango cha juu kwa kuwa nimeenda </span><u><strong><span style=""font-size:19px;"">skuli</span></strong></u><span style=""font-size:19px;"">. Hii pia inachangiwa na uweledi wangu wa kutumia mitandao ya kijamii.</span></span>"
Set13_Q10,Set 13,QID558,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q11,Set 13,QID613,"<span style=""color:#000000;""><span style=""font-size:19px;"">Rafiki yangu alikuwa na dalili za maumivu ya kichwa, kutapika, na joto mwilini. Nilimshauri anunue </span><u><strong><span style=""font-size:19px;"">karoti</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set13_Q12,Set 13,QID614,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q13,Set 13,QID776,"<span style=""color:#000000;""><span style=""font-size:19px;"">Madakitari wanatumia vifaa vinavyo ufanisi wa kujua matatizo ya mwili wa mtu,madakitari wanafanya vipimo kama tests&nbsp;za <u><strong>labolatory</strong></u>.</span></span>"
Set13_Q14,Set 13,QID777,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q15,Set 13,QID740,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ikiwa ulikula nusu ya kontena, basi uwezekano ulikula takriban </span><u><strong><span style=""font-size:19px;"">gramu</span></strong></u><span style=""font-size:19px;""> 6 za wanga, ingawa maelezo sahihi kutoka kwa lebo yangekuwa bora zaidi.</span></span>"
Set13_Q16,Set 13,QID741,Which option best describes the bolded and underlined word in the sentence above?
Set13_Q17,Set 13,QID709,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kiasi kikubwa kwa sababu naweza tumia </span></span><strong><u><span style=""color:#000000;""><span style=""font-size:19px;"">google translator</span></span></u><span style=""color:#f39c12;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">nikaweza kuelewa taarifa za msingi za afya vizuri pia kupita YouTube</span></span>"
Set13_Q18,Set 13,QID710,Which option best describes the bolded and underlined phrase in the sentence above?
Set13_Q19,Set 13,QID421,"<span style=""color:#000000;""><span style=""font-size:19px;"">Ujuzi wangu wa teknolojia ulisaidia </span><u><strong><span style=""font-size:19px;"">kubolesha</span></strong></u><span style=""font-size:19px;""> upatikanaji wa taarifa muhimu za matibabu, na kuchangia huduma bora za afya kwa jamii.</span></span>"
Set13_Q20,Set 13,QID422,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q1,Set 14,QID575,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mtoto alipopata joto usiku, nilipunguza kiasi cha nguo alizovaa na kumpanguza kwa </span><u><strong><span style=""font-size:19px;"">taulo</span></strong></u><span style=""font-size:19px;""> ya maji baridi na joto lake lilishuka mwilini.</span></span>"
Set14_Q2,Set 14,QID576,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q3,Set 14,QID673,"<span style=""color:#000000;""><span style=""font-size:19px;"">Wakati zingine, wasiwasi na hofu hutokea kwa maana sijui matokeo yatakuwa aje yakija kwanza wakati wa </span><u><strong><span style=""font-size:19px;"">regular checkups</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set14_Q4,Set 14,QID674,Which option best describes the bolded and underlined phrase in the sentence above?
Set14_Q5,Set 14,QID795,"<span style=""color:#000000;""><span style=""font-size:19px;"">Sipendi shidano na pia sijui dakitari ataniambia nikona ugonjwa upi na pia maisha yangu yatakuwa vipi baadaye na pia kama kuna uwezekano wa kupona </span><u><strong><span style=""font-size:19px;"">alaka</span></strong></u></span>"
Set14_Q6,Set 14,QID796,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q7,Set 14,QID585,"<span style=""color:#000000;""><span style=""font-size:19px;"">Italingana na hospitali, kama ni serikali nitamuamini daktari lakini kama ni ya kibinafsi sitomuamini daktari sana sababu wengi wao hufuata <u><strong>pesa</strong></u> tu.</span></span>"
Set14_Q8,Set 14,QID586,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q9,Set 14,QID778,"<span style=""color:#000000;""><span style=""font-size:19px;"">Hii ni kwa sabababu mara mingi unaweza toka hapo na huzuni mwingi sana kuelezewa una maugojwa haina nyingine kama cancer&nbsp;au&nbsp;<u><strong>diabetes</strong></u>.</span></span>"
Set14_Q10,Set 14,QID779,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q11,Set 14,QID607,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mimi ni muuguzi nafanya kazi kwa idara ya afya kwenye hospitali ya </span><u><strong><span style=""font-size:19px;"">kaunti</span></strong></u><span style=""font-size:19px;"">. Huduma zinazi hitaji kufanya maamuzi sahihi pia naaelewa zaidi.</span></span>"
Set14_Q12,Set 14,QID608,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q13,Set 14,QID689,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilimpoteza mzazi 2015 nikifikiria ni </span><u><strong><span style=""font-size:19px;"">asthmatic</span></strong></u><span style=""font-size:19px;""> kumpeleka kwengine nikaambiwa ni tumour so si mwamini sana daktari.</span></span>"
Set14_Q14,Set 14,QID690,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q15,Set 14,QID439,"<span style=""font-size:19px;""><span style=""color:#000000;"">Nina uwezo wa kujieleza <u><strong>kikamilivu</strong></u> kuhusu afya yangu na pia ninauliza maswali kuhusu yale ambayo sijaelewa vilivyo</span></span>"
Set14_Q16,Set 14,QID440,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q17,Set 14,QID587,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilimsaidia rafiki yangu aliyepata ajali ya </span><u><strong><span style=""font-size:19px;"">baiskeli</span></strong></u><span style=""font-size:19px;""> kwa kuosha majeraha kwa pombe na kisha kuifunga kwa kitambaa safi.</span></span>"
Set14_Q18,Set 14,QID588,Which option best describes the bolded and underlined word in the sentence above?
Set14_Q19,Set 14,QID665,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilipokuwa nimepeleka mtoto <u><strong>clinic</strong></u> na alikuwa anahitaji supplement ya calcium,&nbsp;ielezwa chakmbavyo nilikuwa nafaa kumpa mtoto lakini nilimueleza.</span></span>"
Set14_Q20,Set 14,QID666,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q1,Set 15,QID441,"<span style=""color:#000000;""><span style=""font-size:19px;"">Daktari wangu ana tibu kwa hospitali kubwa na akona makaratasi ya kukubalisha. Pia serikali huwa imeweka masharti magumu ili </span><u><strong><span style=""font-size:19px;"">kuodoa</span></strong></u><span style=""font-size:19px;""> daktari wasio wa ukweli.</span></span>"
Set15_Q2,Set 15,QID442,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q3,Set 15,QID591,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kuna wakati mtu alipoteza fahamu <u><strong>shuleni</strong></u> tukicheza.Mimi nikimbia nkamtoa shati nikamweka kwa kivuli na baada ya dakika chache akaamka.</span></span>"
Set15_Q4,Set 15,QID592,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q5,Set 15,QID697,"<span style=""color:#000000;""><span style=""font-size:19px;"">Tukio ambalo lilionyesha ujuzi wangu wa masuala ya afya au matibabu ni wakati nilienda kwa </span><u><strong><span style=""font-size:19px;"">chemist</span></strong></u><span style=""font-size:19px;""> niaitisha dawa ya homa nakatumia na nikapona</span></span>"
Set15_Q6,Set 15,QID698,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q7,Set 15,QID597,"<span style=""color:#000000;""><span style=""font-size:19px;"">Pichani ni aina ya</span></span><strong><span style=""color:#e74c3c;""><span style=""font-size:19px;""> </span></span><u><span style=""color:#000000;""><span style=""font-size:19px;"">roboti</span></span></u><span style=""color:#e74c3c;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">inayotumia akili bandia kumsaidia mtoto aliyezaliwa na ugonjwa adimu nchini Ireland.</span></span>"
Set15_Q8,Set 15,QID598,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q9,Set 15,QID701,"<span style=""color:#000000;""><span style=""font-size:19px;"">Sina uwezo wa kuonyesha nimeivia katika </span></span><strong><u><span style=""color:#000000;""><span style=""font-size:19px;"">sector</span></span></u><span style=""color:#f39c12;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">ya afya. Mi sina kisomo cha maana kinachoniwezesha kuwa mhundumu wa afya,ninategemea tu daktari sina uwezo</span></span>"
